building_id,timestamp,meter,meter_reading,primary_use_code,hour,day_of_week,month,air_temperature,dew_temperature,wind_speed,square_feet,age
building1,2016-05-20 18:00:00,0,232.753,0,18,4,5,25.0,18.3,10.3,7432,17
building1,2016-05-20 19:00:00,0,277.802,0,19,4,5,25.6,18.9,5.7,7432,17
building1,2016-05-20 20:00:00,0,238.896,0,20,4,5,28.3,19.4,3.6,7432,17
building1,2016-05-20 21:00:00,0,240.944,0,21,4,5,30.0,18.9,5.1,7432,17
building1,2016-05-20 22:00:00,0,252.547,0,22,4,5,27.8,20.0,5.7,7432,17
building1,2016-05-20 23:00:00,0,236.166,0,23,4,5,27.2,19.4,0.0,7432,17
building1,2016-05-21 00:00:00,0,249.817,0,0,5,5,26.7,19.4,0.0,7432,17
building1,2016-05-21 01:00:00,0,246.404,0,1,5,5,25.6,20.6,0.0,7432,17
building1,2016-05-21 02:00:00,0,247.087,0,2,5,5,26.1,20.0,1.5,7432,17
building1,2016-05-21 03:00:00,0,252.547,0,3,5,5,25.0,20.6,0.0,7432,17
building1,2016-05-21 04:00:00,0,244.357,0,4,5,5,25.0,20.6,1.5,7432,17
building1,2016-05-21 05:00:00,0,260.738,0,5,5,5,23.9,20.6,4.1,7432,17
building1,2016-05-21 06:00:00,0,247.769,0,6,5,5,23.3,20.6,1.5,7432,17
building1,2016-05-21 07:00:00,0,253.23,0,7,5,5,22.8,21.1,5.1,7432,17
building1,2016-05-21 08:00:00,0,273.024,0,8,5,5,22.8,21.1,2.1,7432,17
building1,2016-05-21 09:00:00,0,314.66,0,9,5,5,22.8,21.1,0.0,7432,17
building1,2016-05-21 10:00:00,0,311.93,0,10,5,5,23.3,21.7,0.0,7432,17
building1,2016-05-21 11:00:00,0,302.374,0,11,5,5,22.2,21.1,0.0,7432,17
building1,2016-05-21 12:00:00,0,301.692,0,12,5,5,23.3,21.1,0.0,7432,17
building1,2016-05-21 13:00:00,0,300.327,0,13,5,5,25.0,21.7,2.6,7432,17
building1,2016-05-21 14:00:00,0,293.501,0,14,5,5,26.1,21.7,3.1,7432,17
building1,2016-05-21 15:00:00,0,292.818,0,15,5,5,26.7,21.1,3.1,7432,17
building1,2016-05-21 16:00:00,0,294.866,0,16,5,5,27.8,20.6,4.1,7432,17
building1,2016-05-21 17:00:00,0,309.2,0,17,5,5,28.3,20.6,2.1,7432,17
building1,2016-05-21 18:00:00,0,302.374,0,18,5,5,30.0,20.6,5.1,7432,17
building1,2016-05-21 19:00:00,0,306.469,0,19,5,5,30.0,20.6,5.1,7432,17
building1,2016-05-21 20:00:00,0,235.483,0,20,5,5,32.2,20.0,6.7,7432,17
building1,2016-05-21 21:00:00,0,242.30900000000003,0,21,5,5,31.7,18.3,5.7,7432,17
building1,2016-05-21 22:00:00,0,244.357,0,22,5,5,31.7,18.3,5.1,7432,17
building1,2016-05-21 23:00:00,0,255.96,0,23,5,5,30.6,17.2,6.2,7432,17
building1,2016-05-22 00:00:00,0,251.182,0,0,6,5,28.9,17.2,4.1,7432,17
building1,2016-05-22 01:00:00,0,264.151,0,1,6,5,26.7,17.8,2.1,7432,17
building1,2016-05-22 02:00:00,0,245.039,0,2,6,5,25.6,17.8,2.6,7432,17
building1,2016-05-22 03:00:00,0,253.23,0,3,6,5,25.0,18.3,2.6,7432,17
building1,2016-05-22 04:00:00,0,252.547,0,4,6,5,24.4,18.9,3.6,7432,17
building1,2016-05-22 05:00:00,0,251.182,0,5,6,5,23.9,19.4,1.5,7432,17
building1,2016-05-22 06:00:00,0,252.547,0,6,6,5,22.8,19.4,2.1,7432,17
building1,2016-05-22 07:00:00,0,241.626,0,7,6,5,22.2,20.0,2.6,7432,17
building1,2016-05-22 08:00:00,0,322.168,0,8,6,5,22.8,20.6,2.1,7432,17
building1,2016-05-22 09:00:00,0,303.7390000000001,0,9,6,5,22.2,20.6,2.1,7432,17
building1,2016-05-22 10:00:00,0,308.517,0,10,6,5,21.7,20.6,2.1,7432,17
building1,2016-05-22 11:00:00,0,307.152,0,11,6,5,22.2,21.1,2.6,7432,17
building1,2016-05-22 12:00:00,0,302.374,0,12,6,5,23.3,21.7,2.6,7432,17
building1,2016-05-22 13:00:00,0,305.1040000000001,0,13,6,5,25.0,21.7,3.6,7432,17
building1,2016-05-22 14:00:00,0,312.613,0,14,6,5,27.8,20.6,4.6,7432,17
building1,2016-05-22 15:00:00,0,255.278,0,15,6,5,28.3,20.0,5.1,7432,17
building1,2016-05-22 16:00:00,0,227.975,0,16,6,5,29.4,18.9,5.7,7432,17
building1,2016-05-22 17:00:00,0,238.21400000000003,0,17,6,5,30.6,18.3,5.7,7432,17
building1,2016-05-22 18:00:00,0,241.626,0,18,6,5,31.1,17.2,7.7,7432,17
building1,2016-05-22 19:00:00,0,254.595,0,19,6,5,31.7,16.1,6.2,7432,17
building1,2016-05-22 20:00:00,0,247.769,0,20,6,5,31.7,14.4,9.3,7432,17
building1,2016-05-22 21:00:00,0,258.69,0,21,6,5,31.1,13.3,8.2,7432,17
building1,2016-05-22 22:00:00,0,254.595,0,22,6,5,30.0,13.3,7.7,7432,17
building1,2016-05-22 23:00:00,0,268.92900000000003,0,23,6,5,28.9,13.9,6.7,7432,17
building1,2016-05-23 00:00:00,0,237.531,0,0,0,5,26.7,14.4,7.2,7432,17
building1,2016-05-23 01:00:00,0,239.579,0,1,0,5,25.6,15.6,5.1,7432,17
building1,2016-05-23 02:00:00,0,236.848,0,2,0,5,24.4,15.0,3.6,7432,17
building1,2016-05-23 03:00:00,0,234.118,0,3,0,5,24.4,15.6,6.2,7432,17
building1,2016-05-23 04:00:00,0,229.34,0,4,0,5,23.9,15.6,3.6,7432,17
building1,2016-05-23 05:00:00,0,206.133,0,5,0,5,23.3,16.7,2.6,7432,17
building1,2016-05-23 06:00:00,0,216.372,0,6,0,5,22.8,16.7,1.5,7432,17
building1,2016-05-23 07:00:00,0,221.149,0,7,0,5,21.7,17.2,0.0,7432,17
building1,2016-05-23 08:00:00,0,266.199,0,8,0,5,21.1,17.2,1.5,7432,17
building1,2016-05-23 09:00:00,0,241.626,0,9,0,5,21.1,17.2,0.0,7432,17
building1,2016-05-23 10:00:00,0,240.261,0,10,0,5,21.1,17.8,1.5,7432,17
building1,2016-05-23 11:00:00,0,248.452,0,11,0,5,20.6,17.2,0.0,7432,17
building1,2016-05-23 12:00:00,0,224.562,0,12,0,5,22.8,18.3,0.0,7432,17
building1,2016-05-23 13:00:00,0,229.34,0,13,0,5,25.0,18.3,2.6,7432,17
building1,2016-05-23 14:00:00,0,227.293,0,14,0,5,26.7,17.2,2.1,7432,17
building1,2016-05-23 15:00:00,0,230.705,0,15,0,5,27.2,16.1,2.1,7432,17
building1,2016-05-23 16:00:00,0,239.579,0,16,0,5,27.2,15.0,3.1,7432,17
building1,2016-05-23 17:00:00,0,238.21400000000003,0,17,0,5,28.9,15.6,4.1,7432,17
building1,2016-05-23 18:00:00,0,236.166,0,18,0,5,28.9,13.9,1.5,7432,17
building1,2016-05-23 19:00:00,0,247.769,0,19,0,5,30.6,13.9,3.6,7432,17
building1,2016-05-23 20:00:00,0,242.30900000000003,0,20,0,5,30.0,12.8,1.5,7432,17
building1,2016-05-23 21:00:00,0,229.34,0,21,0,5,30.0,13.9,0.0,7432,17
building1,2016-05-23 22:00:00,0,221.149,0,22,0,5,30.6,13.9,0.0,7432,17
building1,2016-05-23 23:00:00,0,224.562,0,23,0,5,27.8,16.7,6.2,7432,17
building1,2016-05-24 00:00:00,0,223.197,0,0,1,5,26.1,15.6,6.2,7432,17
building1,2016-05-24 01:00:00,0,232.753,0,1,1,5,25.0,15.6,4.6,7432,17
building1,2016-05-24 02:00:00,0,212.276,0,2,1,5,23.9,15.6,4.1,7432,17
building1,2016-05-24 03:00:00,0,215.689,0,3,1,5,23.3,16.1,2.1,7432,17
building1,2016-05-24 04:00:00,0,215.689,0,4,1,5,22.8,16.1,2.1,7432,17
building1,2016-05-24 05:00:00,0,214.324,0,5,1,5,22.8,16.1,2.1,7432,17
building1,2016-05-24 06:00:00,0,217.737,0,6,1,5,22.8,16.7,2.1,7432,17
building1,2016-05-24 07:00:00,0,240.944,0,7,1,5,22.8,17.2,2.1,7432,17
building1,2016-05-24 08:00:00,0,256.643,0,8,1,5,21.7,17.2,2.1,7432,17
building1,2016-05-24 09:00:00,0,244.357,0,9,1,5,21.7,17.2,2.6,7432,17
building1,2016-05-24 10:00:00,0,317.39,0,10,1,5,21.1,17.2,3.1,7432,17
building1,2016-05-24 11:00:00,0,320.803,0,11,1,5,22.2,17.8,2.6,7432,17
building1,2016-05-24 12:00:00,0,303.057,0,12,1,5,23.9,18.3,3.1,7432,17
building1,2016-05-24 13:00:00,0,296.914,0,13,1,5,26.1,19.4,4.6,7432,17
building1,2016-05-24 14:00:00,0,284.628,0,14,1,5,27.8,19.4,4.6,7432,17
building1,2016-05-24 15:00:00,0,245.722,0,15,1,5,27.8,19.4,5.1,7432,17
building1,2016-05-24 16:00:00,0,258.69,0,16,1,5,30.0,19.4,5.1,7432,17
building1,2016-05-24 17:00:00,0,245.722,0,17,1,5,30.0,18.9,4.1,7432,17
building1,2016-05-24 18:00:00,0,259.373,0,18,1,5,30.0,18.3,6.2,7432,17
building1,2016-05-24 19:00:00,0,222.515,0,19,1,5,26.7,18.3,8.8,7432,17
building1,2016-05-24 20:00:00,0,226.61,0,20,1,5,26.1,17.2,6.7,7432,17
building1,2016-05-24 21:00:00,0,219.102,0,21,1,5,26.7,15.6,7.7,7432,17
building1,2016-05-24 22:00:00,0,212.276,0,22,1,5,27.8,15.0,6.7,7432,17
building1,2016-05-24 23:00:00,0,221.832,0,23,1,5,27.2,13.3,7.7,7432,17
building1,2016-05-25 00:00:00,0,208.863,0,0,2,5,26.1,13.9,5.1,7432,17
building1,2016-05-25 01:00:00,0,215.006,0,1,2,5,24.4,14.4,4.1,7432,17
building1,2016-05-25 02:00:00,0,223.197,0,2,2,5,22.8,15.0,2.6,7432,17
building1,2016-05-25 03:00:00,0,212.276,0,3,2,5,22.8,15.6,2.6,7432,17
building1,2016-05-25 04:00:00,0,214.324,0,4,2,5,21.7,15.6,1.5,7432,17
building1,2016-05-25 05:00:00,0,215.006,0,5,2,5,21.1,15.6,2.1,7432,17
building1,2016-05-25 06:00:00,0,211.594,0,6,2,5,21.7,16.1,1.5,7432,17
building1,2016-05-25 07:00:00,0,233.436,0,7,2,5,21.1,16.1,1.5,7432,17
building1,2016-05-25 08:00:00,0,265.516,0,8,2,5,21.1,16.7,1.5,7432,17
building1,2016-05-25 09:00:00,0,253.23,0,9,2,5,21.1,17.2,2.1,7432,17
building1,2016-05-25 10:00:00,0,269.611,0,10,2,5,20.6,17.2,2.1,7432,17
building1,2016-05-25 11:00:00,0,258.69,0,11,2,5,21.1,17.2,2.1,7432,17
building1,2016-05-25 12:00:00,0,273.024,0,12,2,5,23.3,18.3,2.1,7432,17
building1,2016-05-25 13:00:00,0,258.008,0,13,2,5,25.6,17.8,4.6,7432,17
building1,2016-05-25 14:00:00,0,264.833,0,14,2,5,27.2,17.2,4.6,7432,17
building1,2016-05-25 15:00:00,0,255.96,0,15,2,5,28.3,17.8,3.6,7432,17
building1,2016-05-25 16:00:00,0,258.69,0,16,2,5,30.6,13.9,4.1,7432,17
building1,2016-05-25 17:00:00,0,253.912,0,17,2,5,31.1,12.2,6.2,7432,17
building1,2016-05-25 18:00:00,0,252.547,0,18,2,5,30.6,11.1,5.7,7432,17
building1,2016-05-25 19:00:00,0,218.419,0,19,2,5,30.6,11.1,5.1,7432,17
building1,2016-05-25 20:00:00,0,219.784,0,20,2,5,30.0,12.8,6.7,7432,17
building1,2016-05-25 21:00:00,0,221.832,0,21,2,5,28.9,13.3,6.2,7432,17
building1,2016-05-25 22:00:00,0,195.895,0,22,2,5,28.9,12.8,6.2,7432,17
building1,2016-05-25 23:00:00,0,187.704,0,23,2,5,27.8,12.8,5.7,7432,17
building1,2016-05-26 00:00:00,0,200.673,0,0,3,5,26.1,13.3,4.1,7432,17
building1,2016-05-26 01:00:00,0,197.26,0,1,3,5,24.4,14.4,4.1,7432,17
building1,2016-05-26 02:00:00,0,201.355,0,2,3,5,22.8,15.0,3.1,7432,17
building1,2016-05-26 03:00:00,0,210.911,0,3,3,5,22.2,15.6,1.5,7432,17
building1,2016-05-26 04:00:00,0,204.768,0,4,3,5,21.7,15.6,1.5,7432,17
building1,2016-05-26 05:00:00,0,209.546,0,5,3,5,21.7,15.6,3.1,7432,17
building1,2016-05-26 06:00:00,0,215.006,0,6,3,5,21.1,15.6,2.6,7432,17
building1,2016-05-26 07:00:00,0,202.038,0,7,3,5,20.6,15.6,1.5,7432,17
building1,2016-05-26 08:00:00,0,236.848,0,8,3,5,20.0,15.6,2.1,7432,17
building1,2016-05-26 09:00:00,0,73.0339,0,9,3,5,19.4,15.6,2.1,7432,17
building1,2016-05-26 10:00:00,0,182.926,0,10,3,5,19.4,15.6,1.5,7432,17
building1,2016-05-26 11:00:00,0,185.656,0,11,3,5,20.0,15.6,1.5,7432,17
building1,2016-05-26 12:00:00,0,184.974,0,12,3,5,22.8,16.1,2.6,7432,17
building1,2016-05-26 13:00:00,0,188.387,0,13,3,5,25.0,16.1,3.6,7432,17
building1,2016-05-26 14:00:00,0,185.656,0,14,3,5,26.7,16.1,3.1,7432,17
building1,2016-05-26 15:00:00,0,184.291,0,15,3,5,27.2,16.1,3.1,7432,17
building1,2016-05-26 16:00:00,0,189.069,0,16,3,5,28.3,16.1,5.7,7432,17
building1,2016-05-26 17:00:00,0,191.117,0,17,3,5,28.9,15.6,5.1,7432,17
building1,2016-05-26 18:00:00,0,182.24400000000003,0,18,3,5,29.4,14.4,7.2,7432,17
building1,2016-05-26 19:00:00,0,183.609,0,19,3,5,30.0,13.3,6.2,7432,17
building1,2016-05-26 20:00:00,0,174.735,0,20,3,5,30.0,13.3,5.7,7432,17
building1,2016-05-26 21:00:00,0,171.32299999999995,0,21,3,5,30.0,13.3,6.2,7432,17
building1,2016-05-26 22:00:00,0,166.545,0,22,3,5,28.9,15.6,6.7,7432,17
building1,2016-05-26 23:00:00,0,167.227,0,23,3,5,27.2,14.4,6.7,7432,17
building1,2016-05-27 00:00:00,0,169.275,0,0,4,5,26.1,13.9,4.6,7432,17
building1,2016-05-27 01:00:00,0,177.46599999999995,0,1,4,5,24.4,16.1,4.1,7432,17
building1,2016-05-27 02:00:00,0,193.165,0,2,4,5,22.8,16.1,3.1,7432,17
building1,2016-05-27 03:00:00,0,182.24400000000003,0,3,4,5,23.3,16.7,3.1,7432,17
building1,2016-05-27 04:00:00,0,189.069,0,4,4,5,23.3,17.2,4.6,7432,17
building1,2016-05-27 05:00:00,0,206.816,0,5,4,5,23.3,17.2,4.6,7432,17
building1,2016-05-27 06:00:00,0,200.673,0,6,4,5,22.8,16.7,1.5,7432,17
building1,2016-05-27 07:00:00,0,197.26,0,7,4,5,22.8,17.8,3.1,7432,17
building1,2016-05-27 08:00:00,0,172.005,0,8,4,5,22.8,18.3,2.6,7432,17
building1,2016-05-27 09:00:00,0,169.958,0,9,4,5,22.2,18.3,2.1,7432,17
building1,2016-05-27 10:00:00,0,180.879,0,10,4,5,21.7,18.3,2.6,7432,17
building1,2016-05-27 11:00:00,0,183.609,0,11,4,5,21.7,18.3,3.1,7432,17
building1,2016-05-27 12:00:00,0,181.561,0,12,4,5,23.9,18.3,3.6,7432,17
building1,2016-05-27 13:00:00,0,181.561,0,13,4,5,25.6,18.3,4.1,7432,17
building1,2016-05-27 14:00:00,0,182.24400000000003,0,14,4,5,26.1,17.8,3.6,7432,17
building1,2016-05-27 15:00:00,0,178.831,0,15,4,5,27.2,16.7,3.6,7432,17
building1,2016-05-27 16:00:00,0,176.101,0,16,4,5,30.0,17.2,3.6,7432,17
building1,2016-05-27 17:00:00,0,179.513,0,17,4,5,30.0,17.8,5.1,7432,17
building1,2016-05-27 18:00:00,0,178.831,0,18,4,5,29.4,17.8,6.2,7432,17
building1,2016-05-27 19:00:00,0,176.101,0,19,4,5,30.6,17.8,6.7,7432,17
building1,2016-05-27 20:00:00,0,176.783,0,20,4,5,29.4,17.8,6.2,7432,17
building1,2016-05-27 21:00:00,0,176.101,0,21,4,5,28.3,18.3,5.7,7432,17
building1,2016-05-27 22:00:00,0,174.735,0,22,4,5,27.8,18.3,6.2,7432,17
building1,2016-05-27 23:00:00,0,175.418,0,23,4,5,26.7,19.4,3.6,7432,17
building1,2016-05-28 00:00:00,0,178.831,0,0,5,5,26.1,18.9,5.1,7432,17
building1,2016-05-28 01:00:00,0,181.561,0,1,5,5,25.0,18.9,3.6,7432,17
building1,2016-05-28 02:00:00,0,184.291,0,2,5,5,24.4,19.4,4.1,7432,17
building1,2016-05-28 03:00:00,0,195.212,0,3,5,5,23.9,19.4,3.1,7432,17
building1,2016-05-28 04:00:00,0,197.26,0,4,5,5,23.3,19.4,3.1,7432,17
building1,2016-05-28 05:00:00,0,206.816,0,5,5,5,22.8,19.4,2.6,7432,17
building1,2016-05-28 06:00:00,0,210.228,0,6,5,5,22.8,20.0,2.1,7432,17
building1,2016-05-28 07:00:00,0,197.26,0,7,5,5,22.2,19.4,2.6,7432,17
building1,2016-05-28 08:00:00,0,172.688,0,8,5,5,21.7,19.4,3.1,7432,17
building1,2016-05-28 09:00:00,0,171.32299999999995,0,9,5,5,21.7,19.4,1.5,7432,17
building1,2016-05-28 10:00:00,0,173.37,0,10,5,5,21.7,19.4,0.0,7432,17
building1,2016-05-28 11:00:00,0,174.735,0,11,5,5,21.7,19.4,1.5,7432,17
building1,2016-05-28 12:00:00,0,175.418,0,12,5,5,23.9,20.0,2.6,7432,17
building1,2016-05-28 13:00:00,0,172.688,0,13,5,5,25.6,20.6,2.1,7432,17
building1,2016-05-28 14:00:00,0,174.735,0,14,5,5,27.2,20.0,3.1,7432,17
building1,2016-05-28 15:00:00,0,175.418,0,15,5,5,28.3,19.4,2.6,7432,17
building1,2016-05-28 16:00:00,0,179.513,0,16,5,5,30.0,18.3,2.6,7432,17
building1,2016-05-28 17:00:00,0,179.513,0,17,5,5,31.1,17.8,2.6,7432,17
building1,2016-05-28 18:00:00,0,176.783,0,18,5,5,31.7,17.2,2.6,7432,17
building1,2016-05-28 19:00:00,0,172.688,0,19,5,5,32.8,16.7,4.1,7432,17
building1,2016-05-28 20:00:00,0,176.101,0,20,5,5,32.2,16.1,4.1,7432,17
building1,2016-05-28 21:00:00,0,177.46599999999995,0,21,5,5,31.7,16.7,2.1,7432,17
building1,2016-05-28 22:00:00,0,179.513,0,22,5,5,30.0,20.6,8.2,7432,17
building1,2016-05-28 23:00:00,0,177.46599999999995,0,23,5,5,28.9,20.6,6.7,7432,17
building1,2016-05-29 00:00:00,0,177.46599999999995,0,0,6,5,27.8,20.6,5.1,7432,17
building1,2016-05-29 01:00:00,0,176.101,0,1,6,5,26.7,20.0,3.6,7432,17
building1,2016-05-29 02:00:00,0,178.148,0,2,6,5,25.0,20.0,3.6,7432,17
building1,2016-05-29 03:00:00,0,177.46599999999995,0,3,6,5,23.9,20.6,3.1,7432,17
building1,2016-05-29 04:00:00,0,183.609,0,4,6,5,23.3,20.6,3.1,7432,17
building1,2016-05-29 05:00:00,0,183.609,0,5,6,5,22.8,20.6,0.0,7432,17
building1,2016-05-29 06:00:00,0,187.704,0,6,6,5,23.3,20.6,0.0,7432,17
building1,2016-05-29 07:00:00,0,180.879,0,7,6,5,23.3,20.6,0.0,7432,17
building1,2016-05-29 08:00:00,0,169.275,0,8,6,5,22.2,20.0,2.1,7432,17
building1,2016-05-29 09:00:00,0,173.37,0,9,6,5,22.8,20.6,2.1,7432,17
building1,2016-05-29 10:00:00,0,173.37,0,10,6,5,22.2,20.0,2.1,7432,17
building1,2016-05-29 11:00:00,0,176.101,0,11,6,5,21.7,20.0,1.5,7432,17
building1,2016-05-29 12:00:00,0,173.37,0,12,6,5,23.9,20.6,1.5,7432,17
building1,2016-05-29 13:00:00,0,173.37,0,13,6,5,25.6,20.0,0.0,7432,17
building1,2016-05-29 14:00:00,0,174.735,0,14,6,5,27.8,20.0,2.1,7432,17
building1,2016-05-29 15:00:00,0,176.783,0,15,6,5,28.9,19.4,0.0,7432,17
building1,2016-05-29 16:00:00,0,181.561,0,16,6,5,30.6,18.9,1.5,7432,17
building1,2016-05-29 17:00:00,0,177.46599999999995,0,17,6,5,30.6,18.9,3.1,7432,17
building1,2016-05-29 18:00:00,0,174.735,0,18,6,5,32.8,18.3,0.0,7432,17
building1,2016-05-29 19:00:00,0,176.101,0,19,6,5,32.8,17.8,2.6,7432,17
building1,2016-05-29 20:00:00,0,175.418,0,20,6,5,32.8,16.1,1.5,7432,17
building1,2016-05-29 21:00:00,0,174.735,0,21,6,5,31.1,19.4,3.1,7432,17
building1,2016-05-29 22:00:00,0,175.418,0,22,6,5,27.8,20.6,6.2,7432,17
building1,2016-05-29 23:00:00,0,175.418,0,23,6,5,27.2,20.0,4.1,7432,17
building1,2016-05-30 00:00:00,0,175.418,0,0,0,5,25.6,20.0,4.1,7432,17
building1,2016-05-30 01:00:00,0,175.418,0,1,0,5,23.9,21.1,4.1,7432,17
building1,2016-05-30 02:00:00,0,175.418,0,2,0,5,22.8,21.1,3.6,7432,17
building1,2016-05-30 03:00:00,0,175.418,0,3,0,5,23.3,21.7,1.5,7432,17
building1,2016-05-30 04:00:00,0,176.101,0,4,0,5,22.8,21.7,0.0,7432,17
building1,2016-05-30 05:00:00,0,178.148,0,5,0,5,22.8,21.7,1.5,7432,17
